"","City","total_deaths","Massachusetts.Cities.by.Population.Rank","Population","County","Year","Deaths"
"440","Erving",1,298,1767,"Franklin","2014",0
"441","Essex",1,263,3748,"Essex","2014",0
"442","Everett",90,27,46324,"Middlesex","2014",29
"443","Fairhaven",NA,125,16055,"Bristol","2014",2
"444","Foxborough",13,113,17574,"Norfolk","2014",3
"445","Framingham",53,14,72032,"Middlesex","2014",11
"446","Franklin",23,NA,32996,"Norfolk","2014",5
"447","Freetown",14,190,9339,"Bristol","2014",2
"448","Gardner",33,92,20640,"Worcester","2014",6
"449","Georgetown",9,196,8688,"Essex","2014",2
"450","Gill",2,309,1499,"Franklin","2014",2
"451","Gloucester",49,58,30172,"Essex","2014",6
"452","Goshen",1,322,1065,"Hampshire","2014",1
"453","Gosnold",0,350,76,"Dukes","2014",0
"454","Grafton",8,102,18761,"Worcester","2014",2
"455","Granby",7,228,6332,"Hampshire","2014",2
"456","Granville",0,306,1624,"Hampden","2014",0
"457","Great Barrington",2,220,6855,"Berkshire","2014",1
"458","Greenfield",27,NA,17456,"Franklin","2014",3
"459","Groton",3,170,11364,"Middlesex","2014",0
"460","Groveland",4,221,6789,"Essex","2014",1
"461","Hadley",4,242,5335,"Hampshire","2014",1
"462","Halifax",8,209,7855,"Plymouth","2014",0
"463","Hamilton",5,207,8051,"Essex","2014",1
"464","Hampden",3,247,5196,"Hampden","2014",2
"465","Hancock",1,337,698,"Berkshire","2014",0
"466","Hanover",10,139,14444,"Plymouth","2014",1
"467","Hanson",12,176,10777,"Plymouth","2014",0
"468","Hardwick",4,276,3025,"Worcester","2014",0
"469","Harvard",1,225,6569,"Worcester","2014",0
"470","Harwich",11,161,12145,"Barnstable","2014",1
"471","Hatfield",7,270,3299,"Hampshire","2014",1
"472","Haverhill",138,15,63639,"Essex","2014",35
"473","Hawley",0,344,337,"Franklin","2014",0
"474","Heath",0,336,699,"Franklin","2014",0
"475","Hingham",3,86,23415,"Plymouth","2014",0
"476","Hinsdale",5,290,1932,"Berkshire","2014",2
"477","Holbrook",22,174,11026,"Norfolk","2014",4
"478","Holden",15,100,18943,"Worcester","2014",5
"479","Holland",1,283,2496,"Hampden","2014",0
"480","Holliston",10,136,14753,"Middlesex","2014",0
"481","Holyoke",48,38,40341,"Hampden","2014",10
"482","Hopedale",7,236,5976,"Worcester","2014",4
"483","Hopkinton",10,109,18035,"Middlesex","2014",3
"484","Hubbardston",6,254,4715,"Worcester","2014",2
"485","Hudson",15,95,19944,"Middlesex","2014",1
"486","Hull",18,179,10449,"Plymouth","2014",2
"487","Huntington",0,286,2186,"Hampshire","2014",0
"488","Ipswich",14,144,13995,"Essex","2014",4
"489","Kingston",12,151,13565,"Plymouth","2014",2
"490","Lakeville",7,168,11424,"Plymouth","2014",1
"491","Lancaster",6,205,8074,"Worcester","2014",1
"492","Lanesborough",4,279,2965,"Berkshire","2014",0
"493","Lawrence",145,13,80162,"Essex","2014",25
"494","Lee",8,238,5725,"Berkshire","2014",2
"495","Leicester",11,169,11373,"Worcester","2014",1
"496","Lenox",3,250,4957,"Berkshire","2014",0
"497","Leominster",52,36,41615,"Worcester","2014",10
"498","Leverett",1,295,1853,"Franklin","2014",0
"499","Lexington",8,51,33727,"Middlesex","2014",2
"500","Leyden",0,335,715,"Franklin","2014",0
"501","Lincoln",1,222,6781,"Middlesex","2014",0
"502","Littleton",3,181,10115,"Middlesex","2014",0
"503","Longmeadow",6,129,15864,"Hampden","2014",0
"504","Lowell",246,5,111346,"Middlesex","2014",39
"505","Ludlow",18,91,21502,"Hampden","2014",2
"506","Lunenburg",11,171,11312,"Worcester","2014",2
"507","Lynn",221,9,94063,"Essex","2014",42
"508","Lynnfield",7,154,12942,"Essex","2014",2
"509","Malden",82,17,61246,"Middlesex","2014",18
"510","Manchester",2,NA,5393,"Essex","2014",0
"511","Mansfield",25,82,23946,"Bristol","2014",2
"512","Marblehead",12,93,20554,"Essex","2014",0
"513","Marion",4,248,5107,"Plymouth","2014",1
"514","Marlborough",29,41,39873,"Middlesex","2014",9
"515","Marshfield",32,76,25836,"Plymouth","2014",5
"516","Mashpee",27,142,14191,"Barnstable","2014",3
"517","Mattapoisett",5,229,6330,"Plymouth","2014",0
"518","Maynard",7,177,10665,"Middlesex","2014",2
"519","Medfield",1,155,12845,"Norfolk","2014",0
"520","Medford",78,20,57797,"Middlesex","2014",14
"521","Medway",5,152,13329,"Norfolk","2014",0
"522","Melrose",31,67,28367,"Middlesex","2014",4
"523","Mendon",3,234,6094,"Worcester","2014",0
"524","Merrimac",5,219,6913,"Essex","2014",0
"525","Methuen",60,NA,50259,"Essex","2014",13
"526","Middleborough",41,80,24873,"Plymouth","2014",5
"527","Middlefield",0,NA,536,"Hampshire","2014",0
"528","Middleton",11,182,9861,"Essex","2014",2
"529","Milford",26,62,28933,"Worcester","2014",4
"530","Millbury",21,149,13733,"Worcester","2014",4
"531","Millis",8,200,8216,"Norfolk","2014",1
"532","Millville",1,271,3252,"Worcester","2014",0
"533","Milton",12,69,27575,"Norfolk","2014",4
"534","Monroe",0,349,118,"Franklin","2014",0
"535","Monson",6,194,8836,"Hampden","2014",0
"536","Montague",8,199,8259,"Franklin","2014",2
"537","Monterey",0,325,936,"Berkshire","2014",0
"538","Montgomery",1,331,864,"Hampden","2014",0
"539","Mount Washington",0,348,158,"Berkshire","2014",0
"540","Nahant",3,266,3502,"Essex","2014",0
"541","Nantucket",8,172,11229,"Nantucket","2014",1
"542","Natick",25,45,36246,"Middlesex","2014",7
"543","Needham",3,57,30999,"Norfolk","2014",0
"544","New Ashford",1,347,223,"Berkshire","2014",0
"545","New Bedford",212,7,95120,"Bristol","2014",28
"546","New Braintree",0,323,1025,"Worcester","2014",0
"547","New Marlborough",1,310,1458,"Berkshire","2014",1
"548","New Salem",1,324,1017,"Franklin","2014",0
"549","Newbury",6,218,7079,"Essex","2014",1
"550","Newburyport",18,108,18060,"Essex","2014",5
"551","Newton",40,11,88994,"Middlesex","2014",6
"552","Norfolk",6,164,11793,"Norfolk","2014",1
"553","North Adams",23,153,12970,"Berkshire","2014",5
"554","North Andover",15,56,31013,"Essex","2014",3
"555","North Attleboro",36,NA,29153,"Bristol","2014",6
"556","North Brookfield",5,253,4793,"Worcester","2014",1
"557","North Reading",12,130,15735,"Middlesex","2014",2
"558","Northampton",33,65,28593,"Hampshire","2014",11
"559","Northborough",5,134,15033,"Worcester","2014",0
"560","Northbridge",12,120,16630,"Worcester","2014",1
"561","Northfield",1,277,2988,"Franklin","2014",0
"562","Norton",22,96,19882,"Bristol","2014",5
"563","Norwell",11,173,11067,"Plymouth","2014",3
"564","Norwood",28,60,29195,"Norfolk","2014",5
"565","Oak Bluffs",7,255,4678,"Dukes","2014",1
"566","Oakham",0,289,1946,"Worcester","2014",0
"567","Orange",9,214,7651,"Franklin","2014",2
"568","Orleans",3,237,5820,"Barnstable","2014",0
"569","Otis",1,308,1549,"Berkshire","2014",0
"570","Oxford",21,145,13980,"Worcester","2014",5
"571","Palmer",9,NA,21140,"Hampden","2014",1
"572","Paxton",3,252,4881,"Worcester","2014",1
"573","Peabody",71,25,52987,"Essex","2014",14
"574","Pelham",0,313,1325,"Hampshire","2014",0
"575","Pembroke",24,105,18377,"Plymouth","2014",5
"576","Pepperell",10,160,12146,"Middlesex","2014",3
"577","Peru",1,332,837,"Berkshire","2014",0
"578","Petersham",1,318,1250,"Worcester","2014",0
"579","Phillipston",0,300,1744,"Worcester","2014",0
"580","Pittsfield",76,33,42591,"Berkshire","2014",14
"581","Plainfield",0,339,662,"Hampshire","2014",0
"582","Plainville",13,192,9154,"Norfolk","2014",4
"583","Plymouth",91,18,59885,"Plymouth","2014",17
"584","Plympton",3,278,2971,"Plymouth","2014",0
"585","Princeton",4,267,3454,"Worcester","2014",1
"586","Provincetown",1,280,2959,"Barnstable","2014",1
"587","Quincy",196,8,94166,"Norfolk","2014",38
"588","Randolph",41,50,34272,"Norfolk","2014",7
"589","Raynham",17,140,14203,"Bristol","2014",5
"590","Reading",17,75,26106,"Middlesex","2014",4
"591","Rehoboth",4,158,12188,"Bristol","2014",0
"592","Revere",110,24,53993,"Suffolk","2014",27
"593","Richmond",1,311,1412,"Berkshire","2014",0
"594","Rochester",3,239,5575,"Plymouth","2014",1
"595","Rockland",55,110,17957,"Plymouth","2014",5
"596","Rockport",9,215,7246,"Essex","2014",2
"597","Rowe",0,343,388,"Franklin","2014",0
"598","Rowley",5,230,6325,"Essex","2014",0
"599","Royalston",3,314,1272,"Worcester","2014",0
"600","Russell",0,297,1793,"Hampden","2014",0
"601","Rutland",5,195,8700,"Worcester","2014",2
"602","Salem",74,32,43415,"Essex","2014",13
"603","Salisbury",31,189,9400,"Essex","2014",4
"604","Sandisfield",0,327,893,"Berkshire","2014",0
"605","Sandwich",14,94,20303,"Barnstable","2014",3
"606","Saugus",46,68,28251,"Essex","2014",10
"607","Savoy",0,338,680,"Berkshire","2014",0
"608","Scituate",17,103,18688,"Plymouth","2014",5
"609","Seekonk",10,131,15548,"Bristol","2014",1
"610","Sharon",10,106,18277,"Norfolk","2014",3
"611","Sheffield",1,274,3149,"Berkshire","2014",1
"612","Shelburne",3,296,1848,"Franklin","2014",2
"613","Sherborn",4,259,4323,"Middlesex","2014",1
"614","Shirley",7,213,7672,"Middlesex","2014",3
"615","Shrewsbury",24,43,37387,"Worcester","2014",1
"616","Shutesbury",0,299,1754,"Franklin","2014",0
"617","Somerset",17,107,18176,"Bristol","2014",2
"618","Somerville",81,12,81360,"Middlesex","2014",15
"619","South Hadley",13,111,17791,"Hampshire","2014",0
"620","Southampton",5,232,6196,"Hampshire","2014",0
"621","Southborough",1,180,10136,"Worcester","2014",0
"622","Southbridge",28,NA,16911,"Worcester","2014",2
"623","Southwick",8,185,9758,"Hampden","2014",2
"624","Spencer",22,162,11954,"Worcester","2014",3
"625","Springfield",163,3,154758,"Hampden","2014",22
"626","Sterling",4,203,8136,"Worcester","2014",0
"627","Stockbridge",2,291,1906,"Berkshire","2014",0
"628","Stoneham",27,90,22036,"Middlesex","2014",5
"629","Stoughton",49,66,28528,"Norfolk","2014",10
"630","Stow",3,217,7102,"Middlesex","2014",0
"631","Sturbridge",10,186,9584,"Worcester","2014",1
"632","Sudbury",0,101,18867,"Middlesex","2014",0
"633","Sunderland",3,265,3644,"Franklin","2014",0
"634","Sutton",1,188,9458,"Worcester","2014",0
"635","Swampscott",15,132,15177,"Essex","2014",3
"636","Swansea",15,121,16528,"Bristol","2014",5
"637","Taunton",106,21,57139,"Bristol","2014",19
"638","Templeton",12,202,8138,"Worcester","2014",2
"639","Tewksbury",40,54,31247,"Middlesex","2014",7
"640","Tisbury",6,261,4109,"Dukes","2014",1
"641","Tolland",0,341,500,"Hampden","2014",0
"642","Topsfield",4,226,6560,"Essex","2014",1
"643","Townsend",13,187,9522,"Middlesex","2014",2
"644","Truro",1,288,2004,"Barnstable","2014",0
"645","Tyngsborough",11,156,12357,"Middlesex","2014",1
"646","Tyringham",1,346,319,"Berkshire","2014",0
"647","Upton",4,208,7926,"Worcester","2014",0
"648","Uxbridge",9,143,13997,"Worcester","2014",1
"649","Wakefield",37,73,27157,"Middlesex","2014",5
"650","Wales",1,292,1892,"Hampden","2014",0
"651","Walpole",19,78,25073,"Norfolk","2014",1
"652","Waltham",61,16,62442,"Middlesex","2014",10
"653","Ware",21,183,9853,"Hampshire","2014",4
"654","Wareham",57,89,22640,"Plymouth","2014",10
"655","Warren",6,246,5218,"Worcester","2014",2
"656","Warwick",1,333,762,"Franklin","2014",0
"657","Washington",0,NA,536,"Berkshire","2014",0
"658","Watertown",39,NA,35756,"Middlesex","2014",3
"659","Wayland",6,147,13954,"Middlesex","2014",1
"660","Webster",29,117,17020,"Worcester","2014",4
"661","Wellesley",4,59,29479,"Norfolk","2014",0
"662","Wellfleet",4,282,2736,"Barnstable","2014",1
"663","Wendell",0,328,883,"Franklin","2014",0
"664","Wenham",4,244,5246,"Essex","2014",1
"665","West Boylston",8,206,8056,"Worcester","2014",3
"666","West Bridgewater",12,216,7231,"Plymouth","2014",4
"667","West Brookfield",4,262,3779,"Worcester","2014",2
"668","West Newbury",0,256,4637,"Essex","2014",0
"669","West Springfield",39,NA,28704,"Hampden","2014",6
"670","West Stockbridge",1,315,1267,"Berkshire","2014",0
"671","West Tisbury",2,281,2898,"Dukes","2014",1
"672","Westborough",11,99,19109,"Worcester","2014",1
"673","Westfield",47,35,41700,"Hampden","2014",8
"674","Westford",12,81,24310,"Middlesex","2014",2
"675","Westhampton",0,305,1641,"Hampshire","2014",0
"676","Westminster",3,211,7766,"Worcester","2014",1
"677","Weston",4,159,12150,"Middlesex","2014",1
"678","Westport",18,128,15910,"Bristol","2014",4
"679","Westwood",8,124,16056,"Norfolk","2014",2
"680","Weymouth",122,NA,56664,"Norfolk","2014",14
"681","Whately",0,307,1551,"Franklin","2014",0
"682","Whitman",23,135,15022,"Plymouth","2014",2
"683","Wilbraham",3,137,14671,"Hampden","2014",0
"684","Williamsburg",2,284,2492,"Hampshire","2014",0
"685","Williamstown",3,210,7835,"Berkshire","2014",1
"686","Wilmington",24,83,23803,"Middlesex","2014",4
"687","Winchendon",9,175,10862,"Worcester","2014",2
"688","Winchester",9,88,22838,"Middlesex","2014",4
"689","Windsor",0,330,873,"Berkshire","2014",0
"690","Winthrop",26,NA,18625,"Suffolk","2014",3
"691","Woburn",50,42,39701,"Middlesex","2014",5
"692","Worcester",334,2,185677,"Worcester","2014",56
"693","Worthington",0,321,1193,"Hampshire","2014",0
"694","Wrentham",13,163,11838,"Norfolk","2014",1
"695","Yarmouth",38,87,23339,"Barnstable","2014",6
"696","Unknown",4,NA,NA,NA,"2014",1
"697","Abington",15,122,16396,"Plymouth","2015",6
"698","Acton",15,84,23777,"Middlesex","2015",4
"699","Acushnet",16,178,10544,"Bristol","2015",4
"700","Adams",7,204,8090,"Berkshire","2015",3
"701","Agawam",21,NA,28849,"Hampden","2015",5
"702","Alford",0,342,486,"Berkshire","2015",0
"703","Amesbury",27,NA,17457,"Essex","2015",7
"704","Amherst",10,40,40046,"Hampshire","2015",1
"705","Andover",21,46,35937,"Essex","2015",6
"706","Aquinnah",2,345,327,"Dukes","2015",1
"707","Arlington",23,28,45510,"Middlesex","2015",6
"708","Ashburnham",4,231,6304,"Worcester","2015",1
"709","Ashby",0,272,3223,"Middlesex","2015",0
"710","Ashfield",1,301,1733,"Franklin","2015",1
"711","Ashland",12,112,17706,"Middlesex","2015",4
"712","Athol",15,167,11711,"Worcester","2015",3
"713","Attleboro",77,29,44590,"Bristol","2015",10
"714","Auburn",11,119,16702,"Worcester","2015",3
"715","Avon",11,258,4496,"Norfolk","2015",3
"716","Ayer",11,201,8145,"Middlesex","2015",1
"717","Barnstable",66,NA,44163,"Barnstable","2015",13
"718","Barre",3,240,5569,"Worcester","2015",3
"719","Becket",0,302,1723,"Berkshire","2015",0
"720","Bedford",13,141,14197,"Middlesex","2015",1
"721","Belchertown",14,133,15100,"Hampshire","2015",2
"722","Bellingham",15,116,17093,"Norfolk","2015",3
"723","Belmont",14,74,26458,"Middlesex","2015",4
"724","Berkley",11,223,6707,"Bristol","2015",0
"725","Berlin",1,273,3176,"Worcester","2015",1
"726","Bernardston",1,287,2111,"Franklin","2015",0
"727","Beverly",56,34,41816,"Essex","2015",14
"728","Billerica",59,31,43962,"Middlesex","2015",13
"729","Blackstone",13,191,9304,"Worcester","2015",3
"730","Blandford",0,316,1260,"Hampden","2015",0
"731","Bolton",3,243,5283,"Worcester","2015",2
"732","Boston",730,1,685094,"Suffolk","2015",150
"733","Bourne",36,97,19879,"Barnstable","2015",8
"734","Boxborough",2,227,6401,"Middlesex","2015",0
"735","Boxford",4,198,8310,"Essex","2015",2
"736","Boylston",3,257,4634,"Worcester","2015",2
"737","Braintree",46,NA,37156,"Norfolk","2015",10
"738","Brewster",5,184,9836,"Barnstable","2015",0
"739","Bridgewater",39,71,27478,"Plymouth","2015",13
"740","Brimfield",2,264,3745,"Hampden","2015",0
"741","Brockton",193,6,95672,"Plymouth","2015",48
"742","Brookfield",6,268,3437,"Worcester","2015",0
"743","Brookline",13,19,59157,"Norfolk","2015",3
"744","Buckland",2,294,1874,"Franklin","2015",1
"745","Burlington",25,72,27176,"Middlesex","2015",3
"746","Cambridge",65,4,113630,"Middlesex","2015",12
"747","Canton",29,85,23444,"Norfolk","2015",6
"748","Carlisle",0,245,5235,"Middlesex","2015",0
"749","Carver",27,166,11715,"Plymouth","2015",6
"750","Charlemont",0,319,1240,"Franklin","2015",0
"751","Charlton",12,150,13571,"Worcester","2015",0
"752","Chatham",4,233,6169,"Barnstable","2015",2
"753","Chelmsford",24,48,35099,"Middlesex","2015",5
"754","Chelsea",60,39,40227,"Suffolk","2015",18
"755","Cheshire",1,275,3142,"Berkshire","2015",0
"756","Chester",1,312,1380,"Hampden","2015",0
"757","Chesterfield",0,317,1258,"Hampshire","2015",0
"758","Chicopee",79,23,55515,"Hampden","2015",18
"759","Chilmark",1,326,916,"Dukes","2015",0
"760","Clarksburg",2,304,1643,"Berkshire","2015",0
"761","Clinton",21,146,13963,"Worcester","2015",6
"762","Cohasset",6,197,8516,"Norfolk","2015",0
"763","Colrain",0,303,1665,"Franklin","2015",0
"764","Concord",2,98,19237,"Middlesex","2015",0
"765","Conway",0,293,1878,"Franklin","2015",0
"766","Cummington",0,329,881,"Hampshire","2015",0
"767","Dalton",1,224,6581,"Berkshire","2015",0
"768","Danvers",30,70,27558,"Essex","2015",7
"769","Dartmouth",26,49,34336,"Bristol","2015",2
"770","Dedham",25,77,25364,"Norfolk","2015",5
"771","Deerfield",1,249,5026,"Franklin","2015",1
"772","Dennis",24,148,13917,"Barnstable","2015",2
"773","Dighton",5,212,7715,"Bristol","2015",0
"774","Douglas",6,193,8869,"Worcester","2015",2
"775","Dover",1,235,6041,"Norfolk","2015",0
"776","Dracut",31,53,31619,"Middlesex","2015",8
"777","Dudley",7,165,11768,"Worcester","2015",0
"778","Dunstable",2,269,3379,"Middlesex","2015",0
"779","Duxbury",7,127,15928,"Plymouth","2015",1
"780","East Bridgewater",13,138,14465,"Plymouth","2015",2
"781","East Brookfield",0,285,2195,"Worcester","2015",0
"782","East Longmeadow",12,123,16291,"Hampden","2015",4
"783","Eastham",10,251,4882,"Barnstable","2015",2
"784","Easthampton",18,NA,24984,"Hampshire","2015",1
"785","Easton",30,79,24984,"Bristol","2015",6
"786","Edgartown",0,260,4321,"Dukes","2015",0
"787","Egremont",0,320,1205,"Berkshire","2015",0
"788","Erving",1,298,1767,"Franklin","2015",0
"789","Essex",1,263,3748,"Essex","2015",1
"790","Everett",90,27,46324,"Middlesex","2015",17
"791","Fairhaven",NA,125,16055,"Bristol","2015",NA
"792","Foxborough",13,113,17574,"Norfolk","2015",0
"793","Framingham",53,14,72032,"Middlesex","2015",12
"794","Franklin",23,NA,32996,"Norfolk","2015",7
"795","Freetown",14,190,9339,"Bristol","2015",3
"796","Gardner",33,92,20640,"Worcester","2015",6
"797","Georgetown",9,196,8688,"Essex","2015",2
"798","Gill",2,309,1499,"Franklin","2015",0
"799","Gloucester",49,58,30172,"Essex","2015",12
"800","Goshen",1,322,1065,"Hampshire","2015",0
"801","Gosnold",0,350,76,"Dukes","2015",0
"802","Grafton",8,102,18761,"Worcester","2015",2
"803","Granby",7,228,6332,"Hampshire","2015",2
"804","Granville",0,306,1624,"Hampden","2015",0
"805","Great Barrington",2,220,6855,"Berkshire","2015",0
"806","Greenfield",27,NA,17456,"Franklin","2015",8
"807","Groton",3,170,11364,"Middlesex","2015",1
"808","Groveland",4,221,6789,"Essex","2015",0
"809","Hadley",4,242,5335,"Hampshire","2015",0
"810","Halifax",8,209,7855,"Plymouth","2015",1
"811","Hamilton",5,207,8051,"Essex","2015",0
"812","Hampden",3,247,5196,"Hampden","2015",0
"813","Hancock",1,337,698,"Berkshire","2015",0
"814","Hanover",10,139,14444,"Plymouth","2015",1
"815","Hanson",12,176,10777,"Plymouth","2015",8
"816","Hardwick",4,276,3025,"Worcester","2015",2
"817","Harvard",1,225,6569,"Worcester","2015",0
"818","Harwich",11,161,12145,"Barnstable","2015",4
"819","Hatfield",7,270,3299,"Hampshire","2015",1
"820","Haverhill",138,15,63639,"Essex","2015",30
"821","Hawley",0,344,337,"Franklin","2015",0
"822","Heath",0,336,699,"Franklin","2015",0
"823","Hingham",3,86,23415,"Plymouth","2015",0
"824","Hinsdale",5,290,1932,"Berkshire","2015",1
"825","Holbrook",22,174,11026,"Norfolk","2015",4
"826","Holden",15,100,18943,"Worcester","2015",4
"827","Holland",1,283,2496,"Hampden","2015",1
"828","Holliston",10,136,14753,"Middlesex","2015",5
"829","Holyoke",48,38,40341,"Hampden","2015",6
"830","Hopedale",7,236,5976,"Worcester","2015",0
"831","Hopkinton",10,109,18035,"Middlesex","2015",4
"832","Hubbardston",6,254,4715,"Worcester","2015",2
"833","Hudson",15,95,19944,"Middlesex","2015",6
"834","Hull",18,179,10449,"Plymouth","2015",4
"835","Huntington",0,286,2186,"Hampshire","2015",0
"836","Ipswich",14,144,13995,"Essex","2015",3
"837","Kingston",12,151,13565,"Plymouth","2015",2
"838","Lakeville",7,168,11424,"Plymouth","2015",0
"839","Lancaster",6,205,8074,"Worcester","2015",2
"840","Lanesborough",4,279,2965,"Berkshire","2015",1
"841","Lawrence",145,13,80162,"Essex","2015",28
"842","Lee",8,238,5725,"Berkshire","2015",2
"843","Leicester",11,169,11373,"Worcester","2015",2
"844","Lenox",3,250,4957,"Berkshire","2015",0
"845","Leominster",52,36,41615,"Worcester","2015",7
"846","Leverett",1,295,1853,"Franklin","2015",0
"847","Lexington",8,51,33727,"Middlesex","2015",3
"848","Leyden",0,335,715,"Franklin","2015",0
"849","Lincoln",1,222,6781,"Middlesex","2015",0
"850","Littleton",3,181,10115,"Middlesex","2015",0
"851","Longmeadow",6,129,15864,"Hampden","2015",0
"852","Lowell",246,5,111346,"Middlesex","2015",62
"853","Ludlow",18,91,21502,"Hampden","2015",4
"854","Lunenburg",11,171,11312,"Worcester","2015",2
"855","Lynn",221,9,94063,"Essex","2015",47
"856","Lynnfield",7,154,12942,"Essex","2015",2
"857","Malden",82,17,61246,"Middlesex","2015",21
"858","Manchester",2,NA,5393,"Essex","2015",0
"859","Mansfield",25,82,23946,"Bristol","2015",3
"860","Marblehead",12,93,20554,"Essex","2015",1
"861","Marion",4,248,5107,"Plymouth","2015",1
"862","Marlborough",29,41,39873,"Middlesex","2015",8
"863","Marshfield",32,76,25836,"Plymouth","2015",2
"864","Mashpee",27,142,14191,"Barnstable","2015",10
"865","Mattapoisett",5,229,6330,"Plymouth","2015",2
"866","Maynard",7,177,10665,"Middlesex","2015",3
"867","Medfield",1,155,12845,"Norfolk","2015",0
"868","Medford",78,20,57797,"Middlesex","2015",21
"869","Medway",5,152,13329,"Norfolk","2015",1
"870","Melrose",31,67,28367,"Middlesex","2015",2
"871","Mendon",3,234,6094,"Worcester","2015",1
"872","Merrimac",5,219,6913,"Essex","2015",2
"873","Methuen",60,NA,50259,"Essex","2015",7
"874","Middleborough",41,80,24873,"Plymouth","2015",12
"875","Middlefield",0,NA,536,"Hampshire","2015",0
"876","Middleton",11,182,9861,"Essex","2015",4
"877","Milford",26,62,28933,"Worcester","2015",3
"878","Millbury",21,149,13733,"Worcester","2015",4
